Query,Match,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Comment
palmitoyl-linoleoyl-glycerol (16:0/18:2) [2],,,,,,,,0
1-palmitoyl-2-oleoyl-GPI (16:0/18:1),,,,,,,,0
1-stearoyl-2-docosahexaenoyl-GPI (18:0/22:6),,,,,,,,0
1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2),,,,,,,,0
1-oleoyl-2-linoleoyl-GPE (18:1/18:2),,,,,,,,0
1-linoleoyl-GPA (18:2),,,,,,,,0
1-pentadecanoyl-2-arachidonoyl-GPC (15:0/20:4),,,,,,,,0
1-pentadecanoyl-2-docosahexaenoyl-GPC (15:0/22:6),,,,,,,,0
1-margaroyl-2-arachidonoyl-GPC (17:0/20:4),,,,,,,,0
1-margaroyl-2-docosahexaenoyl-GPC (17:0/22:6),,,,,,,,0
1-arachidoyl-2-arachidonoyl-GPC (20:0/20:4),,,,,,,,0
1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6),,,,,,,,0
1-linoleoyl-2-docosahexaenoyl-GPC (18:2/22:6),,,,,,,,0
1-palmityl-2-linoleoyl-GPC (O-16:0/18:2),,,,,,,,0
1-(1-enyl-stearoyl)-2-linoleoyl-GPC (P-18:0/18:2),,,,,,,,0
1-myristoyl-2-linoleoyl-GPC (14:0/18:2),,,,,,,,0
1-myristoyl-2-arachidonoyl-GPC (14:0/20:4),,,,,,,,0
1-myristoyl-2-docosahexaenoyl-GPC (14:0/22:6),,,,,,,,0
1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n3),,,,,,,,0
1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n6),,,,,,,,0
1-palmitoyl-2-adrenoyl-GPC (16:0/22:4),,,,,,,,0
1-stearoyl-2-adrenoyl-GPC (18:0/22:4),,,,,,,,0
1-stearyl-GPC (O-18:0),,,,,,,,0
1-oleoyl-2-dihomo-linolenoyl-GPC (18:1/20:3),,,,,,,,0
1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1),,,,,,,,0
1-(1-enyl-palmitoyl)-2-myristoyl-GPC (P-16:0/14:0),,,,,,,,0
1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0),,,,,,,,0
"phosphatidylcholine (16:0/22:5n3, 18:1/20:4)",,,,,,,,0
"phosphatidylcholine (18:0/20:5, 16:0/22:5n6)",,,,,,,,0
1-palmitoyl-2-docosahexaenoyl-GPI (16:0/22:6),,,,,,,,0
1-stearoyl-2-oleoyl-GPI (18:0/18:1),,,,,,,,0
1-stearoyl-2-dihomo-linolenoyl-GPI (18:0/20:3n3 or 6),,,,,,,,0
1-palmitoyl-2-eicosapentaenoyl-GPE (16:0/20:5),,,,,,,,0
1-stearoyl-2-dihomo-linolenoyl-GPE (18:0/20:3n3 or 6),,,,,,,,0
"1,2-dilinoleoyl-GPE (18:2/18:2)",,,,,,,,0
1-oleoyl-2-arachidonoyl-GPE (18:1/20:4),,,,,,,,0
1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2),,,,,,,,0
1-linoleoyl-GPG (18:2),,,,,,,,0
thioproline,,,,,,,,0
palmitoylcholine,,,,,,,,0
"trans-3,4-methyleneheptanoylcarnitine",,,,,,,,0
mycophenolic acid,Mycophenolic acid,HMDB0015159,446541,168396,C20380,,CC1=C(C(=C(C2=C1COC2=O)O)C/C=C(\C)/CCC(=O)O)OC,1
glycocholate glucuronide (1),,,,,,,,0
glycochenodeoxycholate glucuronide (1),,,,,,,,0
(S)-3-hydroxybutyrylcarnitine,,,,,,,,0
glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),,,,,,,,0
methylsuccinoylcarnitine,,,,,,,,0
catechol glucuronide,,,,,,,,0
sulfamethoxazole,Sulfamethoxazole,HMDB0015150,5329,9332,C07315,,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,1
oleoylcholine,,,,,,,,0
arachidonoylcholine,,,,,,,,0
docosahexaenoylcholine,,,,,,,,0
dihomo-linolenoyl-choline,,,,,,,,0
caffeic acid sulfate,,,,,,,,0
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3),,,,,,,,0
1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3),,,,,,,,0
"phosphatidylcholine (14:0/14:0, 16:0/12:0)",,,,,,,,0
"phosphatidylcholine (15:0/18:1, 17:0/16:1, 16:0/17:1)",,,,,,,,0
1-oleoyl-2-dihomo-linoleoyl-GPC (18:1/20:2),,,,,,,,0
"phosphatidylcholine (18:0/20:2, 20:0/18:2)",,,,,,,,0
1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6),,,,,,,,0
1-(1-enyl-stearoyl)-2-dihomo-linolenoyl-GPE (P-18:0/20:3),,,,,,,,0
lamotrigine,Lamotrigine,HMDB0014695,3878,6367,,,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,1
hexadecadienoate (16:2n6),,,,,,,,0
palmitoleoylcarnitine (C16:1),,,,,,,,0
pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC),,,,,,,,0
4-hydroxyphenylacetylglutamine,4-Hydroxyphenylacetylglutamine,HMDB0006061,61152160,28036,C05595,,C1=CC(=CC=C1CC(=O)NC(CCC(=O)O)C(=O)O)O,1
"2,3-dihydroxy-2-methylbutyrate",,,,,,,,0
2'-O-methylcytidine,,,,,,,,0
2'-O-methyluridine,,,,,,,,0
gamma-glutamyl-alpha-lysine,,,,,,,,0
palmitoyl-oleoyl-glycerol (16:0/18:1) [1],,,,,,,,0
palmitoyl-oleoyl-glycerol (16:0/18:1) [2],,,,,,,,0
oleoyl-oleoyl-glycerol (18:1/18:1)  [1],,,,,,,,0
oleoyl-oleoyl-glycerol (18:1/18:1) [2],,,,,,,,0
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1],,,,,,,,0
palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2],,,,,,,,0
linoleoyl-linolenoyl-glycerol (18:2/18:3) [2],,,,,,,,0
palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1],,,,,,,,0
"diacylglycerol (14:0/18:1, 16:0/16:1) [1]",,,,,,,,0
"diacylglycerol (14:0/18:1, 16:0/16:1) [2]",,,,,,,,0
oleoyl-arachidonoyl-glycerol (18:1/20:4) [1],,,,,,,,0
oleoyl-arachidonoyl-glycerol (18:1/20:4) [2],,,,,,,,0
"diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])",,,,,,,,0
linoleoyl-linoleoyl-glycerol (18:2/18:2) [1],,,,,,,,0
stearoyl-arachidonoyl-glycerol (18:0/20:4) [1],,,,,,,,0
stearoyl-arachidonoyl-glycerol (18:0/20:4) [2],,,,,,,,0
perfluorooctanesulfote (PFOS),,,,,,,,0
1-palmityl-GPE (O-16:0),,,,,,,,0
1-palmityl-2-stearoyl-GPC (O-16:0/18:0),,,,,,,,0
1-palmityl-2-palmitoyl-GPC (O-16:0/16:0),,,,,,,,0
1-stearyl-2-docosapentaenoyl-GPC (O-18:0/22:5n3),,,,,,,,0
1-stearoyl-2-docosapentaenoyl-GPE (18:0/22:5n3),,,,,,,,0
1-stearoyl-2-docosapentaenoyl-GPE (18:0/22:5n6),,,,,,,,0
1-stearoyl-2-adrenoyl-GPE (18:0/22:4),,,,,,,,0
1-(1-enyl-stearoyl)-2-docosapentaenoyl-GPE (P-18:0/22:5n3),,,,,,,,0
1-palmitoleoyl-2-eicosapentaenoyl-GPC (16:1/20:5),,,,,,,,0
palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1],,,,,,,,0
lactosyl-N-nervonoyl-sphingosine (d18:1/24:1),,,,,,,,0
N-behenoyl-sphingadienine (d18:2/22:0),,,,,,,,0
glycosyl-N-behenoyl-sphingadienine (d18:2/22:0),,,,,,,,0
N-palmitoylserine,,,,,,,,0
palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2],,,,,,,,0
myristoyl-linoleoyl-glycerol (14:0/18:2) [1],,,,,,,,0
"phosphatidylethanolamine (P-18:1/20:4, P-16:0/22:5n3)",,,,,,,,0
1-palmitoyl-2-(hydroxylinoleoyl)-GPC (16:0/18:2(OH)),,,,,,,,0
"ceramide (d16:1/24:1, d18:1/22:1)",,,,,,,,0
"ceramide (d18:1/14:0, d16:1/16:0)",,,,,,,,0
"ceramide (d18:1/17:0, d17:1/18:0)",,,,,,,,0
"ceramide (d18:2/24:1, d18:1/24:2)",,,,,,,,0
"glycosyl ceramide (d18:2/24:1, d18:1/24:2)",,,,,,,,0
"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)",,,,,,,,0
stearoylcholine,,,,,,,,0
linoleoylcholine,,,,,,,,0
trazadone,,,,,,,,0
"sphingomyelin (d18:0/20:0, d16:0/22:0)",,,,,,,,0
"sphingomyelin (d18:1/19:0, d19:1/18:0)",,,,,,,,0
sphingomyelin (d18:2/18:1),,,,,,,,0
sphingomyelin (d18:2/24:2),,,,,,,,0
"sphingomyelin (d18:2/21:0, d16:2/23:0)",,,,,,,,0
sphingomyelin (d18:2/23:1),,,,,,,,0
"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)",,,,,,,,0
"sphingomyelin (d17:2/16:0, d18:2/15:0)",,,,,,,,0
dexlansoprazole,,,,,,,,0
linolenoylcarnitine (C18:3),,,,,,,,0
behenoylcarnitine (C22),,,,,,,,0
arachidoylcarnitine (C20),,,,,,,,0
lignoceroylcarnitine (C24),,,,,,,,0
cerotoylcarnitine (C26),,,,,,,,0
ximenoylcarnitine (C26:1),,,,,,,,0
arachidonoylcarnitine (C20:4),,,,,,,,0
eicosenoylcarnitine (C20:1),,,,,,,,0
dihomo-linoleoylcarnitine (C20:2),,,,,,,,0
dihomo-linolenoylcarnitine (C20:3n3 or 6),,,,,,,,0
erucoylcarnitine (C22:1),,,,,,,,0
docosahexaenoylcarnitine (C22:6),,,,,,,,0
nervonoylcarnitine (C24:1),,,,,,,,0
adrenoylcarnitine (C22:4),,,,,,,,0
docosapentaenoylcarnitine (C22:5n3),,,,,,,,0
levetiracetam,Levetiracetam,HMDB0015333,441341,352567,C07841,,CC[C@H](C(=O)N)N1CCCC1=O,1
1-lignoceroyl-2-arachidonoyl-GPC (24:0/20:4),,,,,,,,0
"N,N,N-trimethyl-5-aminovalerate",,,,,,,,0
ethyl alpha-glucopyranoside,,,,,,,,0
carotene diol (1),,,,,,,,0
carotene diol (2),,,,,,,,0
carotene diol (3),,,,,,,,0
cortolone glucuronide (1),,,,,,,,0
flucozole,Flucozole,HMDB0014342,3365,46081,,,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,1
(N(1) + N(8))-acetylspermidine,,,,,,,,0
5-dodecenoylcarnitine (C12:1),,,,,,,,0
2-butenoylglycine,,,,,,,,0
hydroxy-CMPF,,,,,,,,0
trans-2-hexenoylglycine,,,,,,,,0
dodecenedioate (C12:1-DC),,,,,,,,0
hexadecenedioate (C16:1-DC),,,,,,,,0
octadecenedioate (C18:1-DC),,,,,,,,0
octadecadienedioate (C18:2-DC),,,,,,,,0
glucuronide of C19H28O4 (2),,,,,,,,0
glucuronide of C10H18O2 (1),,,,,,,,0
3-carboxy-4-methyl-5-pentyl-2-furanpropiote (3-CMPFP)*,,,,,,,,0
glucuronide of C10H18O2 (7),,,,,,,,0
3-hydroxystachydrine,,,,,,,,0
N-acetyl-2-aminooctanoate,,,,,,,,0
hydroxyasparagine*,,,,,,,,0
perfluorooctanoate (PFOA),,,,,,,,0
glyco-beta-muricholate*,,,,,,,,0
3-formylindole,1H-Indole-3-carboxaldehyde,HMDB0029737,10256,343043,C08493,,C1=CC=C2C(=C1)C(=CN2)C=O,1
pyroglutamylalanine,,,,,,,,0
pyroglutamylleucine,,,,,,,,0
gamma-glutamylcitrulline,,,,,,,,0
N4-acetylsulfamethoxazole,N4-Acetylsulfamethoxazole,HMDB0013854,80641,116400,C13061,,CC1=CC(=CC(=C1NC(=O)C)C)O,1
glycine conjugate of C10H12O2,,,,,,,,0
glycine conjugate of C10H14O2 (1),,,,,,,,0
glutamine conjugate of C7H12O2,,,,,,,,0
glutamine conjugate of C6H10O2 (1),,,,,,,,0
glutamine conjugate of C6H10O2 (2),,,,,,,,0
tetradecadienoate (14:2),,,,,,,,0
3-amino-2-piperidone,3-Amino-2-piperidone,HMDB0000323,5200225,76341,,5312,C1CC(C(=O)NC1)N,1
"N,N-dimethylalanine",,,,,,,,0
3-indoleglyoxylic acid,,,,,,,,0
ethyl beta-glucopyranoside,,,,,,,,0
2-hydroxysebacate,2-Hydroxydecanedioic acid,HMDB0000424,128458,,,5413,C(CCCC(C(=O)O)O)CCCC(=O)O,1
enterolactone sulfate,,,,,,,,0
ascorbic acid 3-sulfate,,,,,,,,0
6-bromotryptophan,,,,,,,,0
1-carboxyethylphenylalanine,,,,,,,,0
1-carboxyethylvaline,,,,,,,,0
1-carboxyethylleucine,,,,,,,,0
1-carboxyethylisoleucine,,,,,,,,0
dodecadienoate (12:2),,,,,,,,0
N-acetyl-isoputreanine,,,,,,,,0
glucuronide of piperine metabolite C17H21NO3 (3),,,,,,,,0
glucuronide of piperine metabolite C17H21NO3 (4),,,,,,,,0
glucuronide of piperine metabolite C17H21NO3 (5),,,,,,,,0
sulfate of piperine metabolite C16H19NO3 (2),,,,,,,,0
sulfate of piperine metabolite C16H19NO3 (3),,,,,,,,0
sulfate of piperine metabolite C18H21NO3 (1),,,,,,,,0
2-phthol sulfate,,,,,,,,0
4-ethylcatechol sulfate,,,,,,,,0
11beta-hydroxyandrosterone glucuronide,,,,,,,,0
"N2-acetyl,N6,N6-dimethyllysine",,,,,,,,0
cholic acid glucuronide,Cholic acid glucuronide,HMDB0002577,21252309,,,6714,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)C)O)O)C,1
deoxycholic acid glucuronide,,,,,,,,0
4-allylcatechol sulfate,,,,,,,,0
3-hydroxypyridine glucuronide,,,,,,,,0
4-methylhexanoylglutamine,,,,,,,,0
glycoursodeoxycholic acid sulfate (1),,,,,,,,0
dihydrocaffeate sulfate (2),,,,,,,,0
lithocholate sulfate (1),,,,,,,,0
3-(methylthio)acetaminophen sulfate,,,,,,,,0
2-ketocaprylate,,,,,,,,0
"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)",,,,,,,,0
Fibrinopeptide B (1-13)*,,,,,,,,0
3-hydroxy-2-methylpyridine sulfate,,,,,,,,0
hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))*,,,,,,,,0
cyclo(pro-arg),,,,,,,,0
5-hydroxymethyl-2-furoylcarnitine,,,,,,,,0
branched-chain fatty acid 18:0 (2)*,,,,,,,,0
tetradecadienedioate (C14:2-DC),,,,,,,,0
pregnenetriol disulfate,,,,,,,,0
eicosenedioate (C20:1-DC),,,,,,,,0
"hydroxy-N6,N6,N6-trimethyllysine",,,,,,,,0
undecenoylcarnitine (C11:1),,,,,,,,0
3-decenoylcarnitine,,,,,,,,0
palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0),,,,,,,,0
4-vinylcatechol sulfate,,,,,,,,0
"3,5-dichloro-2,6-dihydroxybenzoic acid",,,,,,,,0
(S)-a-amino-omega-caprolactam,,,,,,,,0
metabolonic lactone sulfate,,,,,,,,0
vanillic acid glycine,,,,,,,,0
branched chain 14:0 dicarboxylic acid*,,,,,,,,0
1-methyl-5-imidazolelactate,,,,,,,,0
(2 or 3)-decenoate (10:1n7 or n8),,,,,,,,0
isoursodeoxycholate sulfate (1),,,,,,,,0
"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)",,,,,,,,0
"3-bromo-5-chloro-2,6-dihydroxybenzoic acid",,,,,,,,0
"branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid",,,,,,,,0
decadienedioic acid (C10:2-DC)*,,,,,,,,0
deoxycholic acid 12-sulfate,,,,,,,,0
Glcc sulfate conjugate of C21H34O2 steroid*,,,,,,,,0
"cis-3,4-methyleneheptanoate",,,,,,,,0
"cis-3,4-methyleneheptanoylcarnitine",,,,,,,,0
N-acetyl-2-aminoadipate,,,,,,,,0
4-chlorobenzoic acid,4-Chlorobenzoate,METPA0283,,,C02370,,,1
"2,4-di-tert-butylphenol","2,4-Di-tert-butylphenol",HMDB0013816,14339290,,,,[H]OC1=C(C([H])=C(C([H])=C1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])=C([H])[H],1
3-hydroxyoctanoylcarnitine (1),,,,,,,,0
"cis-3,4-methyleneheptanoylglycine",,,,,,,,0
"bilirubin degradation product, C16H18N2O5 (1)*",,,,,,,,0
"bilirubin degradation product, C16H18N2O5 (2)*",,,,,,,,0
"bilirubin degradation product, C17H18N2O4 (1)*",,,,,,,,0
"bilirubin degradation product, C17H18N2O4 (2)*",,,,,,,,0
"bilirubin degradation product, C17H18N2O4 (3)*",,,,,,,,0
"bilirubin degradation product, C17H20N2O5 (1)*",,,,,,,,0
"bilirubin degradation product, C17H20N2O5 (2)*",,,,,,,,0
tetrahydrocortisol glucuronide,,,,,,,,0
"N,N-dimethyl-pro-pro",,,,,,,,0
oxindolylalanine,,,,,,,,0
tetrahydrocortisone glucuronide (5),,,,,,,,0
